Num HR HRyr HRgm Date BatTeam HomeAway DefTeam Pitcher Score Inn Out RoB RBI BOP Pos WPA bWE "Play Description" Player Birthdate Age
139 139 29 1 1958-09-12 MLN NA STL "Bob Mabe" "ahead 1-0" "b 3" 2 12- 3 4 9 0.224 90% "Home Run (Deep CF); Schoendienst Scores; Mathews Scores" Aaron 02-05-1934 24.59958932238193
140 140 30 1 1958-09-21 MLN @ CIN "Tom Acker" "ahead 4-0" "t 7" 2 1-- 2 4 9 0.047 98% "Home Run (Deep LF); Schoendienst Scores" Aaron 02-05-1934 24.62422997946612
141 141 1 1 1959-04-11 MLN @ PIT "Vern Law" "ahead 2-1" "t 3" 2 --- 1 3 9 0.11 69% "Home Run (Deep LF-CF)" Aaron 02-05-1934 25.177275838466805
142 142 2 1 1959-04-18 MLN NA PIT "Vern Law" "behind 2-11" "b 7" 2 12- 3 3 9 0.006 1% "Home Run (Deep LF); O'Brien Scores; Pisoni Scores" Aaron 02-05-1934 25.196440793976727
143 143 3 1 1959-04-23 MLN @ PHI "Ray Semproch" "ahead 2-1" "t 9" 2 --- 1 3 9 0.104 91% "Home Run (Deep LF)" Aaron 02-05-1934 25.21013004791239
144 144 4 1 1959-04-26 MLN @ CIN "Hal Jeffcoat" "tied 6-6" "t 4" 2 --- 1 3 9 0.131 58% "Home Run" Aaron 02-05-1934 25.218343600273784
145 145 5 1 1959-04-29 MLN NA STL "Gary Blaylock" "ahead 6-3" "b 6" 2 --- 1 3 9 0.042 95% "Home Run (Deep LF)" Aaron 02-05-1934 25.22655715263518
146 146 6 1 1959-04-30 MLN NA STL "Alex Kellner" "tied 0-0" "b 4" 0 --- 1 3 9 0.137 69% "Home Run (Deep LF)" Aaron 02-05-1934 25.229295003422312
147 147 7 1 1959-05-03 MLN NA SFG "Johnny Antonelli" "behind 0-2" "b 1" 2 --- 1 3 9 0.102 40% "Home Run (Deep LF)" Aaron 02-05-1934 25.23750855578371
148 148 8 2 1959-05-03 MLN NA SFG "Johnny Antonelli" "behind 1-3" "b 4" 0 --- 1 3 9 0.124 41% "Home Run (Deep LF)" Aaron 02-05-1934 25.23750855578371
149 149 9 1 1959-05-16 MLN @ LAD "Danny McDevitt" "ahead 1-0" "t 3" 2 12- 3 3 9 0.235 84% "Home Run (Fly Ball to Deep LF); Logan Scores; Mathews Scores" Aaron 02-05-1934 25.27310061601643
150 150 10 2 1959-05-16 MLN @ LAD "Sandy Koufax" "ahead 5-0" "t 9" 2 --- 1 3 9 0.005 100% "Home Run (Fly Ball to Deep CF)" Aaron 02-05-1934 25.27310061601643
151 151 11 1 1959-05-17 MLN @ LAD "Don Drysdale" "tied 2-2" "t 5" 1 1-- 2 3 9 0.227 73% "Home Run (Fly Ball to Deep CF); Mathews Scores" Aaron 02-05-1934 25.27583846680356
152 152 12 1 1959-05-20 MLN @ SFG "Mike McCormick" "behind 1-2" "t 6" 1 --- 1 3 9 0.171 47% "Home Run (Deep RF)" Aaron 02-05-1934 25.284052019164957
153 153 13 1 1959-05-22 MLN @ PHI "Robin Roberts" "tied 0-0" "t 1" 1 1-- 2 3 9 0.17 67% "Home Run (Deep LF); Bruton Scores" Aaron 02-05-1934 25.28952772073922
154 154 14 1 1959-05-30 MLN NA PHI "Don Cardwell" "tied 2-2" "b 6" 0 --- 1 3 9 0.18 75% "Home Run (Deep LF-CF)" Aaron 02-05-1934 25.311430527036276
155 155 15 1 1959-06-03 MLN NA SFG "Al Worthington" "ahead 6-3" "b 7" 1 --- 1 3 9 0.028 97% "Home Run (Deep LF)" Aaron 02-05-1934 25.322381930184804
156 156 16 1 1959-06-10 MLN @ STL "Alex Kellner" "tied 0-0" "t 1" 2 --- 1 3 9 0.099 56% "Home Run (Deep LF)" Aaron 02-05-1934 25.34154688569473
157 157 17 1 1959-06-21 MLN @ SFG "Johnny Antonelli" "tied 0-0" "t 1" 1 --3 2 3 9 0.131 68% "Home Run (Deep LF); Pafko Scores" Aaron 02-05-1934 25.371663244353183
158 158 18 2 1959-06-21 MLN @ SFG "Stu Miller" "ahead 7-1" "t 6" 0 1-- 2 3 9 0.014 99% "Home Run (Deep LF); Mathews Scores" Aaron 02-05-1934 25.371663244353183
159 159 19 3 1959-06-21 MLN @ SFG "Gordon Jones" "ahead 11-1" "t 7" 1 1-- 2 3 9 0.001 100% "Home Run (Deep LF); Mathews Scores" Aaron 02-05-1934 25.371663244353183
160 160 20 1 1959-06-24 MLN NA STL "Dick Ricketts" "tied 0-0" "b 1" 0 12- 3 3 9 0.184 82% "Home Run (Deep LF); Bruton Scores; Mathews Scores" Aaron 02-05-1934 25.37987679671458
161 161 21 1 1959-06-25 MLN NA STL "Vinegar Bend Mizell" "tied 0-0" "b 3" 2 1-- 2 3 9 0.229 75% "Home Run (Deep RF Line); Pafko Scores" Aaron 02-05-1934 25.38261464750171
162 162 22 1 1959-07-03 MLN @ PIT "Red Witt" "ahead 1-0" "t 8" 2 1-- 2 3 9 0.196 92% "Home Run (Deep LF); Mathews Scores" Aaron 02-05-1934 25.404517453798768
163 163 23 1 1959-07-11 MLN NA LAD "Don Drysdale" "behind 4-7" "b 7" 2 --- 1 3 9 0.067 14% "Home Run (Fly Ball to Deep LF)" Aaron 02-05-1934 25.426420260095824
164 164 24 1 1959-07-14 MLN @ CHC "Bill Henry" "tied 4-4" "t 6" 1 --- 1 3 9 0.176 64% "Home Run (Deep LF)" Aaron 02-05-1934 25.43463381245722
165 165 25 1 1959-07-29 MLN NA CHC "Dave Hillman" "tied 0-0" "b 1" 1 1-- 2 3 9 0.182 73% "Home Run; Avila Scores" Aaron 02-05-1934 25.475701574264203
166 166 26 2 1959-07-29 MLN NA CHC "Dave Hillman" "ahead 2-0" "b 3" 2 --- 1 3 9 0.084 84% "Home Run" Aaron 02-05-1934 25.475701574264203
167 167 27 1 1959-07-30 MLN NA CHC "Art Ceccarelli" "ahead 2-0" "b 3" 2 --- 1 3 9 0.084 84% "Home Run (Deep CF)" Aaron 02-05-1934 25.478439425051334
168 168 28 1 1959-07-31 MLN NA STL "Hal Jeffcoat" "ahead 5-0" "b 8" 1 --- 1 3 9 0.003 100% "Home Run (Deep LF)" Aaron 02-05-1934 25.481177275838466
169 169 29 1 1959-08-01 MLN NA STL "Ernie Broglio" "ahead 2-1" "b 6" 2 --- 1 3 9 0.121 84% "Home Run (Deep RF)" Aaron 02-05-1934 25.4839151266256
170 170 30 1 1959-08-12 MLN @ CIN "Jim OToole" "tied 4-4" "t 5" 2 --- 1 3 9 0.15 60% "Home Run (Deep RF)" Aaron 02-05-1934 25.51403148528405
171 171 31 1 1959-08-17 MLN NA LAD "Clem Labine" "ahead 7-1" "b 8" 2 --- 1 3 9 0.001 100% "Home Run (Line Drive to LF-CF)" Aaron 02-05-1934 25.527720739219713
172 172 32 1 1959-08-18 MLN NA LAD "Don Drysdale" "behind 1-5" "b 6" 2 --- 1 3 9 0.046 10% "Home Run (Fly Ball to Deep CF)" Aaron 02-05-1934 25.530458590006845
173 173 33 2 1959-08-18 MLN NA LAD "Don Drysdale" "behind 5-6" "b 11" 1 --- 1 3 9 0.472 57% "Home Run (Fly Ball to Deep RF)" Aaron 02-05-1934 25.530458590006845
174 174 34 1 1959-08-28 MLN @ CHC "John Buzhardt" "ahead 6-0" "t 4" 1 --- 1 3 8 0.019 97% "Home Run (Deep LF)" Aaron 02-05-1934 25.557837097878167
175 175 35 1 1959-08-29 MLN @ CHC "Bill Henry" "behind 3-4" "t 4" 2 --- 1 3 8 0.131 45% "Home Run (Deep LF Line)" Aaron 02-05-1934 25.560574948665295
176 176 36 2 1959-08-29 MLN @ CHC "Don Elston" "ahead 5-4" "t 9" 0 --- 1 3 8 0.087 93% "Home Run (Deep LF-CF)" Aaron 02-05-1934 25.560574948665295
177 177 37 1 1959-09-02 MLN NA PHI "Robin Roberts" "behind 2-6" "b 6" 2 1-- 2 4 9 0.117 18% "Home Run (Deep CF-RF); Mathews Scores" Aaron 02-05-1934 25.571526351813823
178 178 38 1 1959-09-07 MLN NA PIT "Bob Friend" "behind 0-1" "b 1" 1 1-- 2 3 9 0.195 63% "Home Run (Deep RF); Mathews Scores" Aaron 02-05-1934 25.58521560574949
179 179 39 1 1959-09-20 MLN @ PHI "Robin Roberts" "tied 0-0" "t 1" 2 --- 1 3 9 0.102 56% "Home Run (Deep LF-CF)" Aaron 02-05-1934 25.620807665982205
180 180 1 1 1960-04-14 MLN @ PHI "Curt Simmons" "tied 0-0" "t 1" 2 1-- 2 4 9 0.194 67% "Home Run (Deep LF-CF); Logan Scores" Aaron 02-05-1934 26.187542778918548
181 181 2 1 1960-04-16 MLN @ PHI "Ruben Gomez" "ahead 8-1" "t 6" 1 12- 3 4 9 0.008 100% "Home Run (Deep LF-CF); Cottier Scores; Mathews Scores" Aaron 02-05-1934 26.193018480492817
182 182 3 1 1960-04-22 MLN @ PIT "Bob Friend" "behind 1-2" "t 3" 2 --- 1 4 9 0.12 46% "Home Run (Deep LF-CF)" Aaron 02-05-1934 26.209445585215605
183 183 4 1 1960-04-27 MLN @ CIN "Jay Hook" "ahead 5-1" "t 5" 1 --- 1 4 9 0.041 94% "Home Run (Deep LF)" Aaron 02-05-1934 26.223134839151268
184 184 5 1 1960-05-05 MLN @ LAD "Johnny Podres" "ahead 2-0" "t 6" 0 --- 1 4 9 0.084 87% "Home Run (Fly Ball to Deep CF)" Aaron 02-05-1934 26.245037645448324
185 185 6 1 1960-05-13 MLN NA PIT "Bob Friend" "ahead 1-0" "b 4" 0 --- 1 4 9 0.107 80% "Home Run (Deep CF)" Aaron 02-05-1934 26.26694045174538
186 186 7 1 1960-05-15 MLN NA PIT "Harvey Haddix" "behind 1-6" "b 7" 0 --- 1 4 9 0.027 6% "Home Run (Deep LF)" Aaron 02-05-1934 26.272416153319643
187 187 8 1 1960-05-15 MLN NA PIT "Bennie Daniels" "behind 0-1" "b 1" 1 12- 3 4 9 0.259 73% "Home Run (Deep CF); Logan Scores; Mathews Scores" Aaron 02-05-1934 26.272416153319643
188 188 9 1 1960-05-17 MLN NA LAD "Don Drysdale" "tied 0-0" "b 2" 0 --- 1 4 9 0.117 67% "Home Run (Fly Ball to Deep LF)" Aaron 02-05-1934 26.27789185489391
189 189 10 1 1960-06-02 MLN @ PHI "Ruben Gomez" "ahead 5-1" "t 4" 1 --- 1 4 9 0.045 93% "Home Run (Deep CF)" Aaron 02-05-1934 26.321697467488026
190 190 11 1 1960-06-03 MLN NA CIN "Jay Hook" "behind 0-1" "b 2" 0 --- 1 4 9 0.122 55% "Home Run (Deep LF)" Aaron 02-05-1934 26.324435318275153
191 191 12 1 1960-06-04 MLN NA CIN "Don Newcombe" "ahead 4-1" "b 5" 2 --- 1 4 9 0.049 94% "Home Run (Deep LF)" Aaron 02-05-1934 26.327173169062284
192 192 13 1 1960-06-12 MLN @ SFG "Bud Byerly" "behind 6-16" "t 9" 2 --- 1 4 9 0 0% "Home Run (Deep LF)" Aaron 02-05-1934 26.349075975359344
193 193 14 1 1960-06-20 MLN NA LAD "Don Drysdale" "tied 0-0" "b 2" 0 --- 1 4 9 0.117 67% "Home Run (Fly Ball to Deep LF)" Aaron 02-05-1934 26.3709787816564
194 194 15 2 1960-06-20 MLN NA LAD "Don Drysdale" "ahead 2-1" "b 6" 0 --- 1 4 9 0.108 86% "Home Run (Line Drive to Deep LF)" Aaron 02-05-1934 26.3709787816564
195 195 16 1 1960-06-21 MLN NA SFG "Mike McCormick" "tied 1-1" "b 4" 0 1-- 2 4 9 0.204 80% "Home Run (Deep CF); Mathews Scores" Aaron 02-05-1934 26.373716632443532
196 196 17 1 1960-06-24 MLN NA LAD "Sandy Koufax" "behind 0-3" "b 1" 2 1-- 2 4 9 0.177 39% "Home Run (Line Drive to Deep LF); Mathews Scores" Aaron 02-05-1934 26.38193018480493
197 197 18 1 1960-06-29 MLN @ CHC "Bob Anderson" "tied 0-0" "t 2" 0 --- 1 4 9 0.111 61% "Home Run" Aaron 02-05-1934 26.39561943874059
198 198 19 1 1960-07-01 MLN @ STL "Curt Simmons" "behind 1-5" "t 8" 1 12- 3 4 9 0.137 20% "Home Run (Deep LF); Logan Scores; Mathews Scores" Aaron 02-05-1934 26.401095140314855
199 199 20 1 1960-07-03 MLN @ STL "Ron Kline" "ahead 1-0" "t 4" 2 --- 1 4 9 0.116 70% "Home Run (Deep LF)" Aaron 02-05-1934 26.406570841889117
200 200 21 2 1960-07-03 MLN @ STL "Ron Kline" "ahead 2-1" "t 7" 0 --- 1 4 9 0.123 82% "Home Run (Deep LF)" Aaron 02-05-1934 26.406570841889117
201 201 22 1 1960-07-04 MLN NA PIT "Bob Friend" "behind 3-6" "b 8" 2 1-- 2 4 9 0.13 18% "Home Run (Deep LF-CF); Mathews Scores" Aaron 02-05-1934 26.409308692676248
202 202 23 1 1960-07-07 MLN NA PHI "Chris Short" "ahead 1-0" "b 6" 2 --- 1 4 9 0.121 84% "Home Run (Deep LF)" Aaron 02-05-1934 26.417522245037645
203 203 24 1 1960-07-08 MLN NA CIN "Jay Hook" "ahead 3-0" "b 3" 2 --- 1 4 9 0.059 90% "Home Run (Deep LF)" Aaron 02-05-1934 26.420260095824776
204 204 25 1 1960-07-19 MLN NA STL "Ron Kline" "ahead 7-5" "b 8" 1 1-- 2 4 9 0.042 99% "Home Run (Deep LF); Mathews Scores" Aaron 02-05-1934 26.45037645448323
205 205 26 1 1960-07-20 MLN NA STL "Ernie Broglio" "ahead 2-0" "b 4" 0 --- 1 4 9 0.075 88% "Home Run (Deep CF)" Aaron 02-05-1934 26.45311430527036
206 206 27 1 1960-07-22 MLN @ CHC "Don Elston" "behind 3-8" "t 8" 0 1-- 2 4 9 0.037 6% "Home Run (Deep LF); Mathews Scores" Aaron 02-05-1934 26.458590006844627
207 207 28 1 1960-07-23 MLN @ CHC "Don Cardwell" "ahead 2-0" "t 9" 1 --- 1 4 9 0.042 97% "Home Run (Deep LF)" Aaron 02-05-1934 26.46132785763176
208 208 29 1 1960-08-04 MLN @ STL "Ray Sadecki" "behind 1-4" "t 9" 0 --- 1 4 9 0.041 8% "Home Run (Deep LF)" Aaron 02-05-1934 26.494182067077343
209 209 30 1 1960-08-05 MLN NA CHC "Seth Morehead" "ahead 9-2" "b 8" 0 --- 1 4 9 0 100% "Home Run (Deep LF)" Aaron 02-05-1934 26.49691991786448
210 210 31 1 1960-08-16 MLN @ CIN "Jay Hook" "behind 0-1" "t 4" 2 --- 1 4 9 0.131 45% "Home Run (Deep CF)" Aaron 02-05-1934 26.527036276522928
211 211 32 1 1960-08-17 MLN @ CIN "Marshall Bridges" "ahead 9-4" "t 8" 1 -2- 2 4 9 0.011 100% "Home Run (Deep CF); Mathews Scores" Aaron 02-05-1934 26.529774127310063
212 212 33 1 1960-08-23 MLN @ LAD "Ed Roebuck" "ahead 3-0" "t 5" 1 --- 1 4 9 0.064 89% "Home Run (Fly Ball to Deep LF)" Aaron 02-05-1934 26.546201232032853
213 213 34 1 1960-08-30 MLN NA STL "Ed Bauta" "ahead 7-0" "b 8" 1 12- 3 4 9 0.001 100% "Home Run (Deep LF-CF); Bruton Scores; Mathews Scores" Aaron 02-05-1934 26.56536618754278
214 214 35 1 1960-09-08 MLN NA SFG "Mike McCormick" "ahead 2-0" "b 1" 1 --- 1 4 9 0.08 81% "Home Run (CF-RF)" Aaron 02-05-1934 26.590006844626966
215 215 36 1 1960-09-09 MLN NA LAD "Stan Williams" "behind 0-2" "b 4" 1 1-- 2 4 9 0.244 53% "Home Run (Line Drive to Deep RF); Mathews Scores" Aaron 02-05-1934 26.5927446954141
216 216 37 1 1960-09-10 MLN NA LAD "Roger Craig" "behind 0-1" "b 1" 1 12- 3 4 9 0.259 73% "Home Run (Fly Ball to LF Line); Crandall Scores; Mathews Scores" Aaron 02-05-1934 26.595482546201232
217 217 38 1 1960-09-21 MLN NA CIN "Jim OToole" "ahead 2-1" "b 6" 0 --- 1 4 9 0.108 86% "Home Run (Deep LF)" Aaron 02-05-1934 26.62559890485969
218 218 39 1 1960-09-30 MLN @ PIT "Vern Law" "ahead 1-0" "t 1" 1 1-- 2 4 9 0.158 76% "Home Run (Deep LF); Crandall Scores" Aaron 02-05-1934 26.650239561943874
219 219 40 2 1960-09-30 MLN @ PIT "Diomedes Olivo" "ahead 10-1" "t 8" 1 1-- 2 4 9 0.001 100% "Home Run (Deep RF); Crandall Scores" Aaron 02-05-1934 26.650239561943874
220 220 1 1 1961-04-14 MLN @ CHC "Bob Anderson" "tied 1-1" "t 7" 0 --- 1 4 9 0.194 69% "Home Run (Deep LF)" Aaron 02-05-1934 27.18685831622177
221 221 2 1 1961-04-30 MLN NA SFG "Billy Loes" "behind 0-1" "b 1" 1 12- 3 4 8 0.246 73% "Home Run (Deep LF); McMillan Scores; Bolling Scores" Aaron 02-05-1934 27.23066392881588
222 222 3 2 1961-04-30 MLN NA SFG "Billy Loes" "behind 3-11" "b 6" 2 --- 1 4 8 0.004 1% "Home Run (Deep LF-CF)" Aaron 02-05-1934 27.23066392881588
223 223 4 1 1961-05-12 MLN @ SFG "Sam Jones" "tied 0-0" "t 1" 2 1-- 2 4 8 0.189 66% "Home Run (Deep LF); Mathews Scores" Aaron 02-05-1934 27.263518138261464
224 224 5 1 1961-05-13 MLN @ SFG "Juan Marichal" "tied 0-0" "t 1" 1 1-3 3 4 8 0.192 76% "Home Run (Deep LF); Maye Scores; Mathews Scores" Aaron 02-05-1934 27.266255989048595
225 225 6 1 1961-05-21 MLN @ CIN "Jim Maloney" "tied 0-0" "t 4" 0 1-- 2 4 8 0.187 73% "Home Run (Deep CF); Mathews Scores" Aaron 02-05-1934 27.288158795345655
226 226 7 1 1961-05-26 MLN NA LAD "Turk Farrell" "ahead 9-2" "b 8" 1 --- 1 4 8 0.001 100% "Home Run (Fly Ball to Deep LF)" Aaron 02-05-1934 27.301848049281315
227 227 8 1 1961-05-28 MLN NA LAD "Roger Craig" "behind 1-2" "b 3" 2 1-- 2 4 8 0.246 64% "Home Run (Line Drive to Deep LF); Mathews Scores" Aaron 02-05-1934 27.307323750855577
228 228 9 1 1961-05-31 MLN @ PIT "Joe Gibbon" "behind 0-9" "t 8" 2 --- 1 4 8 0 0% "Home Run (Deep LF)" Aaron 02-05-1934 27.315537303216978
229 229 10 1 1961-06-08 MLN @ CIN "Jim Maloney" "behind 4-10" "t 7" 0 --- 1 4 8 0.015 3% "Home Run (Deep LF)" Aaron 02-05-1934 27.33744010951403
230 230 11 1 1961-06-18 MLN @ LAD "Don Drysdale" "tied 1-1" "t 3" 1 1-- 2 4 9 0.185 69% "Home Run (Fly Ball to Deep LF); Mathews Scores" Aaron 02-05-1934 27.364818617385353
231 231 12 1 1961-06-20 MLN NA SFG "Mike McCormick" "behind 0-1" "b 6" 1 --- 1 4 9 0.198 54% "Home Run (Deep LF)" Aaron 02-05-1934 27.370294318959616
232 232 13 1 1961-06-22 MLN NA SFG "Juan Marichal" "behind 0-1" "b 2" 0 --- 1 4 9 0.116 55% "Home Run (Deep LF Line)" Aaron 02-05-1934 27.37577002053388
233 233 14 1 1961-06-23 MLN NA CHC "Jack Curtis" "behind 1-2" "b 4" 1 --- 1 4 9 0.145 53% "Home Run (Deep LF)" Aaron 02-05-1934 27.378507871321013
234 234 15 1 1961-07-01 MLN NA CIN "Jay Hook" "ahead 3-0" "b 6" 0 --- 1 4 9 0.037 96% "Home Run (Deep LF-CF)" Aaron 02-05-1934 27.40041067761807
235 235 16 1 1961-07-02 MLN NA CIN "Jim OToole" "ahead 3-2" "b 3" 1 --3 2 4 9 0.118 84% "Home Run (Deep LF); Bolling Scores" Aaron 02-05-1934 27.4031485284052
236 236 17 1 1961-07-04 MLN NA LAD "Turk Farrell" "behind 4-6" "b 7" 1 --- 1 4 9 0.134 30% "Home Run (Line Drive to Deep LF)" Aaron 02-05-1934 27.408624229979463
237 237 18 1 1961-07-05 MLN NA PHI "Art Mahaffey" "tied 0-0" "b 1" 2 --3 2 4 9 0.181 72% "Home Run (Deep LF); Spangler Scores" Aaron 02-05-1934 27.411362080766597
238 238 19 1 1961-07-07 MLN NA PIT "Harvey Haddix" "tied 0-0" "b 1" 1 12- 3 4 9 0.221 81% "Home Run (Deep RF Line); Bolling Scores; Maye Scores" Aaron 02-05-1934 27.416837782340863
239 239 20 2 1961-07-07 MLN NA PIT "Harvey Haddix" "ahead 3-1" "b 3" 2 1-- 2 4 9 0.135 89% "Home Run (Line Drive to Deep CF); Bolling Scores" Aaron 02-05-1934 27.416837782340863
240 240 21 1 1961-07-21 MLN @ PIT "Bob Friend" "tied 0-0" "t 1" 2 -2- 2 4 9 0.176 66% "Home Run (Deep LF-CF); Bolling Scores" Aaron 02-05-1934 27.45516769336071
241 241 22 2 1961-07-21 MLN @ PIT "Bob Friend" "ahead 3-1" "t 6" 2 --- 1 4 9 0.094 85% "Home Run (Deep LF)" Aaron 02-05-1934 27.45516769336071
242 242 23 1 1961-07-23 MLN @ PIT "Harvey Haddix" "tied 2-2" "t 6" 0 --- 1 4 9 0.162 66% "Home Run (Deep LF)" Aaron 02-05-1934 27.460643394934976
243 243 24 1 1961-07-25 MLN NA CIN "Ken Hunt" "tied 0-0" "b 4" 1 --- 1 4 9 0.141 67% "Home Run (Deep CF)" Aaron 02-05-1934 27.46611909650924
244 244 25 1 1961-07-26 MLN NA CIN "Ken Johnson" "ahead 1-0" "b 6" 0 --- 1 4 9 0.107 86% "Home Run (Deep LF)" Aaron 02-05-1934 27.468856947296377
245 245 26 1 1961-07-28 MLN NA STL "Larry Jackson" "behind 0-1" "b 2" 0 --- 1 4 9 0.116 55% "Home Run (Deep CF)" Aaron 02-05-1934 27.474332648870636
246 246 27 1 1961-08-02 MLN @ CHC "Bob Anderson" "behind 3-4" "t 7" 2 123 4 4 9 0.527 88% "Home Run (Deep LF); Mantilla Scores/unER; Bolling Scores/unER; Mathews Scores/unER; Aaron Scores/unER" Aaron 02-05-1934 27.488021902806295
247 247 28 1 1961-08-04 MLN @ SFG "Mike McCormick" "behind 0-1" "t 7" 0 --- 1 4 9 0.199 50% "Home Run (Deep CF)" Aaron 02-05-1934 27.49349760438056
248 248 29 2 1961-08-04 MLN @ SFG "Mike McCormick" "tied 1-1" "t 9" 0 --- 1 4 9 0.341 84% "Home Run (Deep LF)" Aaron 02-05-1934 27.49349760438056
249 249 30 1 1961-08-12 MLN NA CHC "Don Cardwell" "behind 1-5" "b 6" 0 1-- 2 4 8 0.125 24% "Home Run (Deep CF); Mathews Scores" Aaron 02-05-1934 27.515400410677618
250 250 31 1 1961-08-15 MLN NA PIT "Joe Gibbon" "tied 1-1" "b 6" 1 1-- 2 4 9 0.268 84% "Home Run (Deep CF-RF); Mathews Scores" Aaron 02-05-1934 27.523613963039015
251 251 32 1 1961-08-25 MLN @ PHI "John Buzhardt" "behind 0-5" "t 4" 1 1-- 2 4 8 0.082 16% "Home Run (Deep LF); Mathews Scores" Aaron 02-05-1934 27.550992470910337
252 252 33 1 1961-09-03 MLN @ CHC "Dick Ellsworth" "ahead 3-0" "t 3" 1 --- 1 4 8 0.068 85% "Home Run (Deep LF)" Aaron 02-05-1934 27.575633127994525
253 253 34 1 1961-09-25 MLN NA STL "Ray Washburn" "tied 0-0" "b 1" 2 --- 1 3 8 0.109 62% "Home Run" Aaron 02-05-1934 27.63586584531143
254 254 1 1 1962-04-15 MLN @ LAD "Sandy Koufax" "ahead 4-3" "t 7" 1 --- 1 3 8 0.133 81% "Home Run (Line Drive to Deep LF)" Aaron 02-05-1934 28.188911704312115
255 255 2 1 1962-04-18 MLN NA SFG "Jack Sanford" "tied 0-0" "b 1" 2 --- 1 3 8 0.106 62% "Home Run (Deep LF)" Aaron 02-05-1934 28.197125256673512
256 256 3 1 1962-05-03 MLN @ PHI "Art Mahaffey" "tied 0-0" "t 1" 2 --- 1 3 8 0.104 57% "Home Run (Deep LF)" Aaron 02-05-1934 28.238193018480494
257 257 4 2 1962-05-03 MLN @ PHI "Jack Baldschun" "behind 6-8" "t 9" 0 1-- 2 3 8 0.354 50% "Home Run (Deep LF); Jones Scores" Aaron 02-05-1934 28.238193018480494
258 258 5 1 1962-05-12 MLN @ NYM "Bob Moorhead" "behind 3-4" "t 5" 2 --3 2 3 8 0.256 60% "Home Run; Jones Scores" Aaron 02-05-1934 28.26283367556468
259 259 6 1 1962-05-18 MLN NA NYM "Roger Craig" "behind 0-1" "b 2" 0 --- 1 5 8 0.113 55% "Home Run" Aaron 02-05-1934 28.279260780287473
260 260 7 1 1962-05-25 MLN @ STL "Curt Simmons" "behind 2-4" "t 4" 0 --- 1 4 8 0.103 38% "Home Run (Deep RF)" Aaron 02-05-1934 28.2984257357974
261 261 8 2 1962-05-25 MLN @ STL "Ray Washburn" "behind 4-5" "t 7" 1 1-3 3 4 8 0.349 79% "Home Run (Deep LF); Aaron Scores; Mathews Scores" Aaron 02-05-1934 28.2984257357974
262 262 9 1 1962-05-28 MLN @ CHC "Glen Hobbie" "behind 0-2" "t 9" 1 --- 1 4 8 0.055 9% "Home Run" Aaron 02-05-1934 28.306639288158795
263 263 10 1 1962-05-31 MLN NA CIN "Bob Purkey" "behind 0-4" "b 6" 0 1-- 2 3 8 0.126 25% "Home Run (Deep CF); Mathews Scores" Aaron 02-05-1934 28.314852840520192
264 264 11 1 1962-06-12 MLN NA LAD "Phil Ortega" "ahead 7-1" "b 2" 2 --- 1 4 8 0.021 97% "Home Run (Line Drive to Deep LF)" Aaron 02-05-1934 28.347707049965777
265 265 12 1 1962-06-14 MLN NA LAD "Stan Williams" "ahead 1-0" "b 1" 1 1-- 2 4 8 0.15 80% "Home Run (Deep LF); McMillan Scores" Aaron 02-05-1934 28.35318275154004
266 266 13 1 1962-06-15 MLN @ PIT "Diomedes Olivo" "ahead 4-2" "t 7" 0 123 4 4 8 0.068 98% "Home Run; McMillan Scores; Jones Scores; Mathews Scores" Aaron 02-05-1934 28.355920602327178
267 267 14 1 1962-06-18 MLN @ NYM "Jay Hook" "ahead 2-0" "t 3" 1 123 4 4 8 0.149 94% "Home Run (Deep CF); McMillan Scores; Crandall Scores; Mathews Scores" Aaron 02-05-1934 28.36413415468857
268 268 15 1 1962-06-20 MLN @ NYM "Willard Hunter" "tied 0-0" "t 3" 2 1-- 2 4 8 0.213 68% "Home Run (Deep LF); Mathews Scores" Aaron 02-05-1934 28.369609856262834
269 269 16 2 1962-06-20 MLN @ NYM "Willard Hunter" "ahead 2-0" "t 6" 0 --- 1 4 8 0.084 86% "Home Run (Deep LF)" Aaron 02-05-1934 28.369609856262834
270 270 17 1 1962-06-25 MLN @ LAD "Joe Moeller" "behind 0-4" "t 6" 0 1-- 2 4 8 0.108 21% "Home Run (Line Drive to Deep LF); Mathews Scores" Aaron 02-05-1934 28.383299110198493
271 271 18 1 1962-06-30 MLN NA CHC "Dick Ellsworth" "tied 0-0" "b 1" 2 --3 2 4 8 0.176 71% "Home Run; McMillan Scores" Aaron 02-05-1934 28.396988364134156
272 272 19 1 1962-07-03 MLN @ STL "Bob Gibson" "tied 0-0" "t 4" 0 --3 2 4 8 0.113 72% "Home Run (Deep RF); Mathews Scores" Aaron 02-05-1934 28.40520191649555
273 273 20 1 1962-07-06 MLN @ CHC "Don Cardwell" "behind 0-2" "t 4" 0 --- 1 4 8 0.106 38% "Home Run (Deep LF)" Aaron 02-05-1934 28.413415468856947
274 274 21 1 1962-07-08 MLN @ CHC "Dick Ellsworth" "behind 2-7" "t 9" 0 -23 3 2 PH 0.04 8% "Home Run; Aspromonte Scores; Samuel Scores" Aaron 02-05-1934 28.418891170431213
